reference_index,celltype,tech
5747,alpha,inDrop3
5748,beta,inDrop3
5749,acinar,inDrop3
5750,alpha,inDrop3
5751,beta,inDrop3
5752,alpha,inDrop3
5753,alpha,inDrop3
5754,alpha,inDrop3
5755,activated_stellate,inDrop3
5756,alpha,inDrop3
5757,alpha,inDrop3
5758,gamma,inDrop3
5759,beta,inDrop3
5760,ductal,inDrop3
5761,beta,inDrop3
5762,beta,inDrop3
5763,alpha,inDrop3
5764,ductal,inDrop3
5765,beta,inDrop3
5766,alpha,inDrop3
5767,alpha,inDrop3
5768,alpha,inDrop3
5769,alpha,inDrop3
5770,alpha,inDrop3
5771,ductal,inDrop3
5772,activated_stellate,inDrop3
5773,alpha,inDrop3
5774,alpha,inDrop3
5775,delta,inDrop3
5776,beta,inDrop3
5777,alpha,inDrop3
5778,acinar,inDrop3
5779,alpha,inDrop3
5780,alpha,inDrop3
5781,beta,inDrop3
5782,ductal,inDrop3
5783,alpha,inDrop3
5784,delta,inDrop3
5785,acinar,inDrop3
5786,acinar,inDrop3
5787,beta,inDrop3
5788,alpha,inDrop3
5789,alpha,inDrop3
5790,ductal,inDrop3
5791,macrophage,inDrop3
5792,alpha,inDrop3
5793,delta,inDrop3
5794,beta,inDrop3
5795,alpha,inDrop3
5796,beta,inDrop3
5797,ductal,inDrop3
5798,ductal,inDrop3
5799,alpha,inDrop3
5800,alpha,inDrop3
5801,activated_stellate,inDrop3
5802,ductal,inDrop3
5803,endothelial,inDrop3
5804,gamma,inDrop3
5805,alpha,inDrop3
5806,beta,inDrop3
5807,acinar,inDrop3
5808,alpha,inDrop3
5809,alpha,inDrop3
5810,alpha,inDrop3
5811,beta,inDrop3
5812,alpha,inDrop3
5813,alpha,inDrop3
5814,gamma,inDrop3
5815,beta,inDrop3
5816,alpha,inDrop3
5817,ductal,inDrop3
5818,delta,inDrop3
5819,ductal,inDrop3
5820,alpha,inDrop3
5821,alpha,inDrop3
5822,endothelial,inDrop3
5823,alpha,inDrop3
5824,alpha,inDrop3
5825,beta,inDrop3
5826,activated_stellate,inDrop3
5827,alpha,inDrop3
5828,acinar,inDrop3
5829,alpha,inDrop3
5830,beta,inDrop3
5831,ductal,inDrop3
5832,acinar,inDrop3
5833,beta,inDrop3
5834,beta,inDrop3
5835,beta,inDrop3
5836,alpha,inDrop3
5837,delta,inDrop3
5838,acinar,inDrop3
5839,alpha,inDrop3
5840,beta,inDrop3
5841,alpha,inDrop3
5842,ductal,inDrop3
5843,alpha,inDrop3
5844,alpha,inDrop3
5845,beta,inDrop3
5846,alpha,inDrop3
5847,acinar,inDrop3
5848,acinar,inDrop3
5849,beta,inDrop3
5850,beta,inDrop3
5851,alpha,inDrop3
5852,ductal,inDrop3
5853,ductal,inDrop3
5854,alpha,inDrop3
5855,beta,inDrop3
5856,ductal,inDrop3
5857,alpha,inDrop3
5858,macrophage,inDrop3
5859,ductal,inDrop3
5860,acinar,inDrop3
5861,beta,inDrop3
5862,acinar,inDrop3
5863,beta,inDrop3
5864,ductal,inDrop3
5865,gamma,inDrop3
5866,ductal,inDrop3
5867,alpha,inDrop3
5868,alpha,inDrop3
5869,ductal,inDrop3
5870,alpha,inDrop3
5871,alpha,inDrop3
5872,delta,inDrop3
5873,ductal,inDrop3
5874,acinar,inDrop3
5875,alpha,inDrop3
5876,alpha,inDrop3
5877,alpha,inDrop3
5878,ductal,inDrop3
5879,ductal,inDrop3
5880,ductal,inDrop3
5881,ductal,inDrop3
5882,acinar,inDrop3
5883,alpha,inDrop3
5884,alpha,inDrop3
5885,delta,inDrop3
5886,delta,inDrop3
5887,alpha,inDrop3
5888,alpha,inDrop3
5889,ductal,inDrop3
5890,acinar,inDrop3
5891,alpha,inDrop3
5892,alpha,inDrop3
5893,beta,inDrop3
5894,alpha,inDrop3
5895,activated_stellate,inDrop3
5896,ductal,inDrop3
5897,alpha,inDrop3
5898,activated_stellate,inDrop3
5899,alpha,inDrop3
5900,acinar,inDrop3
5901,ductal,inDrop3
5902,alpha,inDrop3
5903,alpha,inDrop3
5904,alpha,inDrop3
5905,acinar,inDrop3
5906,activated_stellate,inDrop3
5907,endothelial,inDrop3
5908,beta,inDrop3
5909,alpha,inDrop3
5910,ductal,inDrop3
5911,alpha,inDrop3
5912,beta,inDrop3
5913,alpha,inDrop3
5914,alpha,inDrop3
5915,quiescent_stellate,inDrop3
5916,ductal,inDrop3
5917,ductal,inDrop3
5918,alpha,inDrop3
5919,alpha,inDrop3
5920,acinar,inDrop3
5921,acinar,inDrop3
5922,alpha,inDrop3
5923,beta,inDrop3
5924,alpha,inDrop3
5925,delta,inDrop3
5926,alpha,inDrop3
5927,acinar,inDrop3
5928,beta,inDrop3
5929,acinar,inDrop3
5930,acinar,inDrop3
5931,alpha,inDrop3
5932,ductal,inDrop3
5933,alpha,inDrop3
5934,alpha,inDrop3
5935,endothelial,inDrop3
5936,ductal,inDrop3
5937,ductal,inDrop3
5938,ductal,inDrop3
5939,alpha,inDrop3
5940,alpha,inDrop3
5941,activated_stellate,inDrop3
5942,beta,inDrop3
5943,alpha,inDrop3
5944,acinar,inDrop3
5945,gamma,inDrop3
5946,alpha,inDrop3
5947,alpha,inDrop3
5948,ductal,inDrop3
5949,mast,inDrop3
5950,ductal,inDrop3
5951,alpha,inDrop3
5952,acinar,inDrop3
5953,alpha,inDrop3
5954,quiescent_stellate,inDrop3
5955,activated_stellate,inDrop3
5956,beta,inDrop3
5957,acinar,inDrop3
5958,alpha,inDrop3
5959,alpha,inDrop3
5960,alpha,inDrop3
5961,ductal,inDrop3
5962,acinar,inDrop3
5963,acinar,inDrop3
5964,endothelial,inDrop3
5965,ductal,inDrop3
5966,alpha,inDrop3
5967,delta,inDrop3
5968,alpha,inDrop3
5969,ductal,inDrop3
5970,alpha,inDrop3
5971,activated_stellate,inDrop3
5972,ductal,inDrop3
5973,beta,inDrop3
5974,ductal,inDrop3
5975,beta,inDrop3
5976,alpha,inDrop3
5977,alpha,inDrop3
5978,ductal,inDrop3
5979,alpha,inDrop3
5980,alpha,inDrop3
5981,alpha,inDrop3
5982,alpha,inDrop3
5983,alpha,inDrop3
5984,activated_stellate,inDrop3
5985,acinar,inDrop3
5986,beta,inDrop3
5987,alpha,inDrop3
5988,quiescent_stellate,inDrop3
5989,alpha,inDrop3
5990,alpha,inDrop3
5991,alpha,inDrop3
5992,alpha,inDrop3
5993,activated_stellate,inDrop3
5994,alpha,inDrop3
5995,alpha,inDrop3
5996,alpha,inDrop3
5997,alpha,inDrop3
5998,beta,inDrop3
5999,endothelial,inDrop3
6000,acinar,inDrop3
6001,alpha,inDrop3
6002,quiescent_stellate,inDrop3
6003,alpha,inDrop3
6004,ductal,inDrop3
6005,alpha,inDrop3
6006,quiescent_stellate,inDrop3
6007,alpha,inDrop3
6008,ductal,inDrop3
6009,beta,inDrop3
6010,alpha,inDrop3
6011,ductal,inDrop3
6012,activated_stellate,inDrop3
6013,ductal,inDrop3
6014,alpha,inDrop3
6015,beta,inDrop3
6016,beta,inDrop3
6017,alpha,inDrop3
6018,alpha,inDrop3
6019,alpha,inDrop3
6020,delta,inDrop3
6021,ductal,inDrop3
6022,endothelial,inDrop3
6023,beta,inDrop3
6024,alpha,inDrop3
6025,alpha,inDrop3
6026,ductal,inDrop3
6027,endothelial,inDrop3
6028,alpha,inDrop3
6029,alpha,inDrop3
6030,beta,inDrop3
6031,alpha,inDrop3
6032,ductal,inDrop3
6033,alpha,inDrop3
6034,acinar,inDrop3
6035,gamma,inDrop3
6036,endothelial,inDrop3
6037,alpha,inDrop3
6038,ductal,inDrop3
6039,alpha,inDrop3
6040,beta,inDrop3
6041,endothelial,inDrop3
6042,endothelial,inDrop3
6043,beta,inDrop3
6044,alpha,inDrop3
6045,ductal,inDrop3
6046,alpha,inDrop3
6047,alpha,inDrop3
6048,alpha,inDrop3
6049,activated_stellate,inDrop3
6050,alpha,inDrop3
6051,quiescent_stellate,inDrop3
6052,beta,inDrop3
6053,delta,inDrop3
6054,beta,inDrop3
6055,activated_stellate,inDrop3
6056,endothelial,inDrop3
6057,delta,inDrop3
6058,ductal,inDrop3
6059,beta,inDrop3
6060,beta,inDrop3
6061,alpha,inDrop3
6062,endothelial,inDrop3
6063,activated_stellate,inDrop3
6064,alpha,inDrop3
6065,alpha,inDrop3
6066,beta,inDrop3
6067,ductal,inDrop3
6068,beta,inDrop3
6069,quiescent_stellate,inDrop3
6070,gamma,inDrop3
6071,alpha,inDrop3
6072,beta,inDrop3
6073,acinar,inDrop3
6074,ductal,inDrop3
6075,alpha,inDrop3
6076,endothelial,inDrop3
6077,beta,inDrop3
6078,alpha,inDrop3
6079,acinar,inDrop3
6080,acinar,inDrop3
6081,alpha,inDrop3
6082,alpha,inDrop3
6083,beta,inDrop3
6084,beta,inDrop3
6085,alpha,inDrop3
6086,quiescent_stellate,inDrop3
6087,alpha,inDrop3
6088,endothelial,inDrop3
6089,quiescent_stellate,inDrop3
6090,beta,inDrop3
6091,beta,inDrop3
6092,acinar,inDrop3
6093,beta,inDrop3
6094,alpha,inDrop3
6095,ductal,inDrop3
6096,acinar,inDrop3
6097,beta,inDrop3
6098,alpha,inDrop3
6099,alpha,inDrop3
6100,endothelial,inDrop3
6101,alpha,inDrop3
6102,alpha,inDrop3
6103,beta,inDrop3
6104,quiescent_stellate,inDrop3
6105,beta,inDrop3
6106,beta,inDrop3
6107,beta,inDrop3
6108,alpha,inDrop3
6109,alpha,inDrop3
6110,alpha,inDrop3
6111,alpha,inDrop3
6112,acinar,inDrop3
6113,beta,inDrop3
6114,acinar,inDrop3
6115,alpha,inDrop3
6116,ductal,inDrop3
6117,delta,inDrop3
6118,delta,inDrop3
6119,beta,inDrop3
6120,alpha,inDrop3
6121,alpha,inDrop3
6122,activated_stellate,inDrop3
6123,beta,inDrop3
6124,beta,inDrop3
6125,endothelial,inDrop3
6126,endothelial,inDrop3
6127,beta,inDrop3
6128,alpha,inDrop3
6129,ductal,inDrop3
6130,alpha,inDrop3
6131,alpha,inDrop3
6132,alpha,inDrop3
6133,endothelial,inDrop3
6134,alpha,inDrop3
6135,alpha,inDrop3
6136,beta,inDrop3
6137,ductal,inDrop3
6138,beta,inDrop3
6139,beta,inDrop3
6140,alpha,inDrop3
6141,alpha,inDrop3
6142,beta,inDrop3
6143,ductal,inDrop3
6144,quiescent_stellate,inDrop3
6145,alpha,inDrop3
6146,ductal,inDrop3
6147,beta,inDrop3
6148,beta,inDrop3
6149,delta,inDrop3
6150,quiescent_stellate,inDrop3
6151,delta,inDrop3
6152,beta,inDrop3
6153,ductal,inDrop3
6154,beta,inDrop3
6155,endothelial,inDrop3
6156,beta,inDrop3
6157,endothelial,inDrop3
6158,beta,inDrop3
6159,ductal,inDrop3
6160,ductal,inDrop3
6161,alpha,inDrop3
6162,alpha,inDrop3
6163,gamma,inDrop3
6164,beta,inDrop3
6165,endothelial,inDrop3
6166,endothelial,inDrop3
6167,beta,inDrop3
6168,alpha,inDrop3
6169,beta,inDrop3
6170,beta,inDrop3
6171,beta,inDrop3
6172,beta,inDrop3
6173,ductal,inDrop3
6174,quiescent_stellate,inDrop3
6175,beta,inDrop3
6176,alpha,inDrop3
6177,beta,inDrop3
6178,alpha,inDrop3
6179,beta,inDrop3
6180,beta,inDrop3
6181,beta,inDrop3
6182,beta,inDrop3
6183,beta,inDrop3
6184,alpha,inDrop3
6185,beta,inDrop3
6186,endothelial,inDrop3
6187,quiescent_stellate,inDrop3
6188,beta,inDrop3
6189,beta,inDrop3
6190,beta,inDrop3
6191,beta,inDrop3
6192,quiescent_stellate,inDrop3
6193,endothelial,inDrop3
6194,alpha,inDrop3
6195,alpha,inDrop3
6196,beta,inDrop3
6197,ductal,inDrop3
6198,endothelial,inDrop3
6199,endothelial,inDrop3
6200,acinar,inDrop3
6201,acinar,inDrop3
6202,acinar,inDrop3
6203,acinar,inDrop3
6204,acinar,inDrop3
6205,acinar,inDrop3
6206,acinar,inDrop3
6207,acinar,inDrop3
6208,acinar,inDrop3
6209,acinar,inDrop3
6210,acinar,inDrop3
6211,acinar,inDrop3
6212,acinar,inDrop3
6213,acinar,inDrop3
6214,acinar,inDrop3
6215,delta,inDrop3
6216,acinar,inDrop3
6217,acinar,inDrop3
6218,acinar,inDrop3
6219,acinar,inDrop3
6220,acinar,inDrop3
6221,acinar,inDrop3
6222,acinar,inDrop3
6223,acinar,inDrop3
6224,acinar,inDrop3
6225,acinar,inDrop3
6226,acinar,inDrop3
6227,acinar,inDrop3
6228,acinar,inDrop3
6229,beta,inDrop3
6230,acinar,inDrop3
6231,acinar,inDrop3
6232,acinar,inDrop3
6233,acinar,inDrop3
6234,acinar,inDrop3
6235,acinar,inDrop3
6236,acinar,inDrop3
6237,acinar,inDrop3
6238,acinar,inDrop3
6239,beta,inDrop3
6240,acinar,inDrop3
6241,acinar,inDrop3
6242,acinar,inDrop3
6243,acinar,inDrop3
6244,acinar,inDrop3
6245,acinar,inDrop3
6246,acinar,inDrop3
6247,acinar,inDrop3
6248,acinar,inDrop3
6249,beta,inDrop3
6250,acinar,inDrop3
6251,acinar,inDrop3
6252,acinar,inDrop3
6253,acinar,inDrop3
6254,acinar,inDrop3
6255,acinar,inDrop3
6256,acinar,inDrop3
6257,acinar,inDrop3
6258,acinar,inDrop3
6259,acinar,inDrop3
6260,acinar,inDrop3
6261,acinar,inDrop3
6262,acinar,inDrop3
6263,acinar,inDrop3
6264,beta,inDrop3
6265,delta,inDrop3
6266,acinar,inDrop3
6267,ductal,inDrop3
6268,acinar,inDrop3
6269,delta,inDrop3
6270,acinar,inDrop3
6271,acinar,inDrop3
6272,acinar,inDrop3
6273,acinar,inDrop3
6274,acinar,inDrop3
6275,acinar,inDrop3
6276,beta,inDrop3
6277,acinar,inDrop3
6278,acinar,inDrop3
6279,acinar,inDrop3
6280,acinar,inDrop3
6281,acinar,inDrop3
6282,acinar,inDrop3
6283,acinar,inDrop3
6284,beta,inDrop3
6285,acinar,inDrop3
6286,delta,inDrop3
6287,acinar,inDrop3
6288,beta,inDrop3
6289,acinar,inDrop3
6290,acinar,inDrop3
6291,delta,inDrop3
6292,acinar,inDrop3
6293,acinar,inDrop3
6294,delta,inDrop3
6295,acinar,inDrop3
6296,acinar,inDrop3
6297,acinar,inDrop3
6298,acinar,inDrop3
6299,acinar,inDrop3
6300,acinar,inDrop3
6301,acinar,inDrop3
6302,delta,inDrop3
6303,acinar,inDrop3
6304,acinar,inDrop3
6305,beta,inDrop3
6306,acinar,inDrop3
6307,acinar,inDrop3
6308,acinar,inDrop3
6309,acinar,inDrop3
6310,alpha,inDrop3
6311,acinar,inDrop3
6312,beta,inDrop3
6313,alpha,inDrop3
6314,acinar,inDrop3
6315,acinar,inDrop3
6316,acinar,inDrop3
6317,acinar,inDrop3
6318,acinar,inDrop3
6319,acinar,inDrop3
6320,gamma,inDrop3
6321,ductal,inDrop3
6322,acinar,inDrop3
6323,acinar,inDrop3
6324,acinar,inDrop3
6325,acinar,inDrop3
6326,acinar,inDrop3
6327,ductal,inDrop3
6328,acinar,inDrop3
6329,acinar,inDrop3
6330,delta,inDrop3
6331,beta,inDrop3
6332,alpha,inDrop3
6333,acinar,inDrop3
6334,acinar,inDrop3
6335,delta,inDrop3
6336,beta,inDrop3
6337,acinar,inDrop3
6338,beta,inDrop3
6339,acinar,inDrop3
6340,ductal,inDrop3
6341,alpha,inDrop3
6342,ductal,inDrop3
6343,beta,inDrop3
6344,alpha,inDrop3
6345,beta,inDrop3
6346,alpha,inDrop3
6347,acinar,inDrop3
6348,delta,inDrop3
6349,beta,inDrop3
6350,beta,inDrop3
6351,alpha,inDrop3
6352,beta,inDrop3
6353,alpha,inDrop3
6354,delta,inDrop3
6355,alpha,inDrop3
6356,beta,inDrop3
6357,acinar,inDrop3
6358,acinar,inDrop3
6359,acinar,inDrop3
6360,ductal,inDrop3
6361,ductal,inDrop3
6362,beta,inDrop3
6363,acinar,inDrop3
6364,delta,inDrop3
6365,beta,inDrop3
6366,gamma,inDrop3
6367,acinar,inDrop3
6368,beta,inDrop3
6369,beta,inDrop3
6370,acinar,inDrop3
6371,acinar,inDrop3
6372,alpha,inDrop3
6373,acinar,inDrop3
6374,beta,inDrop3
6375,alpha,inDrop3
6376,beta,inDrop3
6377,alpha,inDrop3
6378,gamma,inDrop3
6379,acinar,inDrop3
6380,alpha,inDrop3
6381,beta,inDrop3
6382,acinar,inDrop3
6383,acinar,inDrop3
6384,delta,inDrop3
6385,alpha,inDrop3
6386,ductal,inDrop3
6387,delta,inDrop3
6388,delta,inDrop3
6389,alpha,inDrop3
6390,ductal,inDrop3
6391,beta,inDrop3
6392,beta,inDrop3
6393,delta,inDrop3
6394,alpha,inDrop3
6395,beta,inDrop3
6396,alpha,inDrop3
6397,beta,inDrop3
6398,acinar,inDrop3
6399,beta,inDrop3
6400,acinar,inDrop3
6401,alpha,inDrop3
6402,beta,inDrop3
6403,beta,inDrop3
6404,alpha,inDrop3
6405,beta,inDrop3
6406,acinar,inDrop3
6407,ductal,inDrop3
6408,ductal,inDrop3
6409,beta,inDrop3
6410,alpha,inDrop3
6411,alpha,inDrop3
6412,acinar,inDrop3
6413,acinar,inDrop3
6414,gamma,inDrop3
6415,alpha,inDrop3
6416,alpha,inDrop3
6417,acinar,inDrop3
6418,beta,inDrop3
6419,delta,inDrop3
6420,alpha,inDrop3
6421,ductal,inDrop3
6422,delta,inDrop3
6423,ductal,inDrop3
6424,delta,inDrop3
6425,acinar,inDrop3
6426,ductal,inDrop3
6427,acinar,inDrop3
6428,acinar,inDrop3
6429,beta,inDrop3
6430,alpha,inDrop3
6431,ductal,inDrop3
6432,beta,inDrop3
6433,beta,inDrop3
6434,acinar,inDrop3
6435,alpha,inDrop3
6436,acinar,inDrop3
6437,alpha,inDrop3
6438,activated_stellate,inDrop3
6439,alpha,inDrop3
6440,ductal,inDrop3
6441,beta,inDrop3
6442,alpha,inDrop3
6443,beta,inDrop3
6444,delta,inDrop3
6445,alpha,inDrop3
6446,acinar,inDrop3
6447,alpha,inDrop3
6448,beta,inDrop3
6449,alpha,inDrop3
6450,alpha,inDrop3
6451,activated_stellate,inDrop3
6452,ductal,inDrop3
6453,acinar,inDrop3
6454,alpha,inDrop3
6455,alpha,inDrop3
6456,acinar,inDrop3
6457,alpha,inDrop3
6458,beta,inDrop3
6459,acinar,inDrop3
6460,beta,inDrop3
6461,ductal,inDrop3
6462,beta,inDrop3
6463,delta,inDrop3
6464,beta,inDrop3
6465,acinar,inDrop3
6466,acinar,inDrop3
6467,acinar,inDrop3
6468,acinar,inDrop3
6469,acinar,inDrop3
6470,activated_stellate,inDrop3
6471,acinar,inDrop3
6472,beta,inDrop3
6473,ductal,inDrop3
6474,alpha,inDrop3
6475,beta,inDrop3
6476,acinar,inDrop3
6477,beta,inDrop3
6478,beta,inDrop3
6479,acinar,inDrop3
6480,ductal,inDrop3
6481,beta,inDrop3
6482,acinar,inDrop3
6483,beta,inDrop3
6484,beta,inDrop3
6485,alpha,inDrop3
6486,beta,inDrop3
6487,alpha,inDrop3
6488,ductal,inDrop3
6489,alpha,inDrop3
6490,acinar,inDrop3
6491,alpha,inDrop3
6492,ductal,inDrop3
6493,activated_stellate,inDrop3
6494,alpha,inDrop3
6495,alpha,inDrop3
6496,ductal,inDrop3
6497,acinar,inDrop3
6498,acinar,inDrop3
6499,acinar,inDrop3
6500,alpha,inDrop3
6501,alpha,inDrop3
6502,alpha,inDrop3
6503,beta,inDrop3
6504,alpha,inDrop3
6505,beta,inDrop3
6506,alpha,inDrop3
6507,beta,inDrop3
6508,beta,inDrop3
6509,alpha,inDrop3
6510,delta,inDrop3
6511,alpha,inDrop3
6512,alpha,inDrop3
6513,alpha,inDrop3
6514,ductal,inDrop3
6515,ductal,inDrop3
6516,delta,inDrop3
6517,alpha,inDrop3
6518,ductal,inDrop3
6519,ductal,inDrop3
6520,alpha,inDrop3
6521,alpha,inDrop3
6522,ductal,inDrop3
6523,acinar,inDrop3
6524,beta,inDrop3
6525,beta,inDrop3
6526,alpha,inDrop3
6527,alpha,inDrop3
6528,alpha,inDrop3
6529,alpha,inDrop3
6530,beta,inDrop3
6531,beta,inDrop3
6532,ductal,inDrop3
6533,acinar,inDrop3
6534,beta,inDrop3
6535,beta,inDrop3
6536,alpha,inDrop3
6537,alpha,inDrop3
6538,beta,inDrop3
6539,ductal,inDrop3
6540,ductal,inDrop3
6541,beta,inDrop3
6542,ductal,inDrop3
6543,activated_stellate,inDrop3
6544,ductal,inDrop3
6545,beta,inDrop3
6546,beta,inDrop3
6547,alpha,inDrop3
6548,alpha,inDrop3
6549,alpha,inDrop3
6550,beta,inDrop3
6551,beta,inDrop3
6552,alpha,inDrop3
6553,beta,inDrop3
6554,beta,inDrop3
6555,alpha,inDrop3
6556,alpha,inDrop3
6557,beta,inDrop3
6558,acinar,inDrop3
6559,alpha,inDrop3
6560,beta,inDrop3
6561,alpha,inDrop3
6562,alpha,inDrop3
6563,alpha,inDrop3
6564,alpha,inDrop3
6565,beta,inDrop3
6566,beta,inDrop3
6567,activated_stellate,inDrop3
6568,beta,inDrop3
6569,activated_stellate,inDrop3
6570,beta,inDrop3
6571,alpha,inDrop3
6572,endothelial,inDrop3
6573,acinar,inDrop3
6574,ductal,inDrop3
6575,alpha,inDrop3
6576,alpha,inDrop3
6577,alpha,inDrop3
6578,ductal,inDrop3
6579,gamma,inDrop3
6580,beta,inDrop3
6581,beta,inDrop3
6582,ductal,inDrop3
6583,acinar,inDrop3
6584,alpha,inDrop3
6585,delta,inDrop3
6586,delta,inDrop3
6587,beta,inDrop3
6588,alpha,inDrop3
6589,beta,inDrop3
6590,ductal,inDrop3
6591,alpha,inDrop3
6592,alpha,inDrop3
6593,ductal,inDrop3
6594,alpha,inDrop3
6595,acinar,inDrop3
6596,alpha,inDrop3
6597,ductal,inDrop3
6598,ductal,inDrop3
6599,alpha,inDrop3
6600,alpha,inDrop3
6601,ductal,inDrop3
6602,acinar,inDrop3
6603,alpha,inDrop3
6604,alpha,inDrop3
6605,ductal,inDrop3
6606,alpha,inDrop3
6607,alpha,inDrop3
6608,ductal,inDrop3
6609,alpha,inDrop3
6610,acinar,inDrop3
6611,beta,inDrop3
6612,beta,inDrop3
6613,ductal,inDrop3
6614,alpha,inDrop3
6615,activated_stellate,inDrop3
6616,ductal,inDrop3
6617,beta,inDrop3
6618,beta,inDrop3
6619,alpha,inDrop3
6620,acinar,inDrop3
6621,beta,inDrop3
6622,alpha,inDrop3
6623,alpha,inDrop3
6624,alpha,inDrop3
6625,acinar,inDrop3
6626,alpha,inDrop3
6627,beta,inDrop3
6628,endothelial,inDrop3
6629,alpha,inDrop3
6630,alpha,inDrop3
6631,gamma,inDrop3
6632,alpha,inDrop3
6633,beta,inDrop3
6634,beta,inDrop3
6635,ductal,inDrop3
6636,delta,inDrop3
6637,beta,inDrop3
6638,beta,inDrop3
6639,alpha,inDrop3
6640,activated_stellate,inDrop3
6641,alpha,inDrop3
6642,beta,inDrop3
6643,alpha,inDrop3
6644,acinar,inDrop3
6645,alpha,inDrop3
6646,alpha,inDrop3
6647,alpha,inDrop3
6648,alpha,inDrop3
6649,beta,inDrop3
6650,alpha,inDrop3
6651,alpha,inDrop3
6652,acinar,inDrop3
6653,beta,inDrop3
6654,alpha,inDrop3
6655,alpha,inDrop3
6656,alpha,inDrop3
6657,ductal,inDrop3
6658,ductal,inDrop3
6659,ductal,inDrop3
6660,activated_stellate,inDrop3
6661,acinar,inDrop3
6662,alpha,inDrop3
6663,beta,inDrop3
6664,beta,inDrop3
6665,acinar,inDrop3
6666,alpha,inDrop3
6667,alpha,inDrop3
6668,acinar,inDrop3
6669,alpha,inDrop3
6670,alpha,inDrop3
6671,acinar,inDrop3
6672,acinar,inDrop3
6673,acinar,inDrop3
6674,delta,inDrop3
6675,ductal,inDrop3
6676,acinar,inDrop3
6677,alpha,inDrop3
6678,alpha,inDrop3
6679,alpha,inDrop3
6680,acinar,inDrop3
6681,alpha,inDrop3
6682,alpha,inDrop3
6683,alpha,inDrop3
6684,alpha,inDrop3
6685,acinar,inDrop3
6686,alpha,inDrop3
6687,alpha,inDrop3
6688,alpha,inDrop3
6689,beta,inDrop3
6690,acinar,inDrop3
6691,activated_stellate,inDrop3
6692,alpha,inDrop3
6693,quiescent_stellate,inDrop3
6694,alpha,inDrop3
6695,alpha,inDrop3
6696,acinar,inDrop3
6697,alpha,inDrop3
6698,beta,inDrop3
6699,alpha,inDrop3
6700,alpha,inDrop3
6701,ductal,inDrop3
6702,alpha,inDrop3
6703,ductal,inDrop3
6704,alpha,inDrop3
6705,acinar,inDrop3
6706,alpha,inDrop3
6707,beta,inDrop3
6708,alpha,inDrop3
6709,alpha,inDrop3
6710,beta,inDrop3
6711,beta,inDrop3
6712,alpha,inDrop3
6713,alpha,inDrop3
6714,alpha,inDrop3
6715,ductal,inDrop3
6716,alpha,inDrop3
6717,alpha,inDrop3
6718,alpha,inDrop3
6719,alpha,inDrop3
6720,alpha,inDrop3
6721,alpha,inDrop3
6722,beta,inDrop3
6723,beta,inDrop3
6724,alpha,inDrop3
6725,ductal,inDrop3
6726,ductal,inDrop3
6727,ductal,inDrop3
6728,beta,inDrop3
6729,endothelial,inDrop3
6730,alpha,inDrop3
6731,beta,inDrop3
6732,alpha,inDrop3
6733,beta,inDrop3
6734,alpha,inDrop3
6735,alpha,inDrop3
6736,alpha,inDrop3
6737,ductal,inDrop3
6738,beta,inDrop3
6739,activated_stellate,inDrop3
6740,alpha,inDrop3
6741,alpha,inDrop3
6742,alpha,inDrop3
6743,endothelial,inDrop3
6744,alpha,inDrop3
6745,beta,inDrop3
6746,acinar,inDrop3
6747,alpha,inDrop3
6748,ductal,inDrop3
6749,alpha,inDrop3
6750,alpha,inDrop3
6751,alpha,inDrop3
6752,beta,inDrop3
6753,alpha,inDrop3
6754,alpha,inDrop3
6755,alpha,inDrop3
6756,alpha,inDrop3
6757,quiescent_stellate,inDrop3
6758,alpha,inDrop3
6759,alpha,inDrop3
6760,alpha,inDrop3
6761,beta,inDrop3
6762,beta,inDrop3
6763,alpha,inDrop3
6764,alpha,inDrop3
6765,beta,inDrop3
6766,alpha,inDrop3
6767,alpha,inDrop3
6768,acinar,inDrop3
6769,ductal,inDrop3
6770,alpha,inDrop3
6771,alpha,inDrop3
6772,beta,inDrop3
6773,beta,inDrop3
6774,alpha,inDrop3
6775,acinar,inDrop3
6776,alpha,inDrop3
6777,alpha,inDrop3
6778,alpha,inDrop3
6779,macrophage,inDrop3
6780,beta,inDrop3
6781,beta,inDrop3
6782,alpha,inDrop3
6783,alpha,inDrop3
6784,ductal,inDrop3
6785,acinar,inDrop3
6786,alpha,inDrop3
6787,alpha,inDrop3
6788,alpha,inDrop3
6789,alpha,inDrop3
6790,alpha,inDrop3
6791,alpha,inDrop3
6792,activated_stellate,inDrop3
6793,beta,inDrop3
6794,alpha,inDrop3
6795,gamma,inDrop3
6796,alpha,inDrop3
6797,alpha,inDrop3
6798,ductal,inDrop3
6799,alpha,inDrop3
6800,alpha,inDrop3
6801,alpha,inDrop3
6802,alpha,inDrop3
6803,alpha,inDrop3
6804,quiescent_stellate,inDrop3
6805,ductal,inDrop3
6806,ductal,inDrop3
6807,acinar,inDrop3
6808,delta,inDrop3
6809,alpha,inDrop3
6810,ductal,inDrop3
6811,alpha,inDrop3
6812,alpha,inDrop3
6813,acinar,inDrop3
6814,delta,inDrop3
6815,acinar,inDrop3
6816,alpha,inDrop3
6817,alpha,inDrop3
6818,alpha,inDrop3
6819,acinar,inDrop3
6820,activated_stellate,inDrop3
6821,beta,inDrop3
6822,acinar,inDrop3
6823,beta,inDrop3
6824,alpha,inDrop3
6825,acinar,inDrop3
