index,celltype,tech
2323,alpha,smartseq2
2324,alpha,smartseq2
2325,alpha,smartseq2
2326,alpha,smartseq2
2327,alpha,smartseq2
2328,alpha,smartseq2
2329,alpha,smartseq2
2330,alpha,smartseq2
2331,alpha,smartseq2
2332,alpha,smartseq2
2333,alpha,smartseq2
2334,alpha,smartseq2
2335,alpha,smartseq2
2336,alpha,smartseq2
2337,alpha,smartseq2
2338,alpha,smartseq2
2339,alpha,smartseq2
2340,alpha,smartseq2
2341,alpha,smartseq2
2342,alpha,smartseq2
2343,alpha,smartseq2
2344,alpha,smartseq2
2345,alpha,smartseq2
2346,alpha,smartseq2
2347,alpha,smartseq2
2348,alpha,smartseq2
2349,alpha,smartseq2
2350,alpha,smartseq2
2351,alpha,smartseq2
2352,alpha,smartseq2
2353,alpha,smartseq2
2354,alpha,smartseq2
2355,alpha,smartseq2
2356,alpha,smartseq2
2357,alpha,smartseq2
2358,alpha,smartseq2
2359,alpha,smartseq2
2360,alpha,smartseq2
2361,alpha,smartseq2
2362,alpha,smartseq2
2363,alpha,smartseq2
2364,alpha,smartseq2
2365,alpha,smartseq2
2366,alpha,smartseq2
2367,alpha,smartseq2
2368,alpha,smartseq2
2369,alpha,smartseq2
2370,alpha,smartseq2
2371,alpha,smartseq2
2372,alpha,smartseq2
2373,alpha,smartseq2
2374,alpha,smartseq2
2375,alpha,smartseq2
2376,alpha,smartseq2
2377,alpha,smartseq2
2378,alpha,smartseq2
2379,alpha,smartseq2
2380,alpha,smartseq2
2381,alpha,smartseq2
2382,alpha,smartseq2
2383,alpha,smartseq2
2384,alpha,smartseq2
2385,alpha,smartseq2
2386,alpha,smartseq2
2387,alpha,smartseq2
2388,alpha,smartseq2
2389,alpha,smartseq2
2390,alpha,smartseq2
2391,alpha,smartseq2
2392,alpha,smartseq2
2393,alpha,smartseq2
2394,alpha,smartseq2
2395,alpha,smartseq2
2396,alpha,smartseq2
2397,alpha,smartseq2
2398,alpha,smartseq2
2399,alpha,smartseq2
2400,alpha,smartseq2
2401,alpha,smartseq2
2402,alpha,smartseq2
2403,alpha,smartseq2
2404,alpha,smartseq2
2405,alpha,smartseq2
2406,alpha,smartseq2
2407,alpha,smartseq2
2408,alpha,smartseq2
2409,alpha,smartseq2
2410,alpha,smartseq2
2411,alpha,smartseq2
2412,alpha,smartseq2
2413,alpha,smartseq2
2414,alpha,smartseq2
2415,alpha,smartseq2
2416,alpha,smartseq2
2417,alpha,smartseq2
2418,alpha,smartseq2
2419,alpha,smartseq2
2420,alpha,smartseq2
2421,alpha,smartseq2
2422,alpha,smartseq2
2423,alpha,smartseq2
2424,alpha,smartseq2
2425,alpha,smartseq2
2426,alpha,smartseq2
2427,alpha,smartseq2
2428,alpha,smartseq2
2429,alpha,smartseq2
2430,alpha,smartseq2
2431,alpha,smartseq2
2432,alpha,smartseq2
2433,alpha,smartseq2
2434,alpha,smartseq2
2435,alpha,smartseq2
2436,alpha,smartseq2
2437,alpha,smartseq2
2438,alpha,smartseq2
2439,alpha,smartseq2
2440,alpha,smartseq2
2441,alpha,smartseq2
2442,alpha,smartseq2
2443,alpha,smartseq2
2444,alpha,smartseq2
2445,alpha,smartseq2
2446,alpha,smartseq2
2447,alpha,smartseq2
2448,alpha,smartseq2
2449,alpha,smartseq2
2450,alpha,smartseq2
2451,alpha,smartseq2
2452,alpha,smartseq2
2453,alpha,smartseq2
2454,alpha,smartseq2
2455,alpha,smartseq2
2456,alpha,smartseq2
2457,alpha,smartseq2
2458,alpha,smartseq2
2459,alpha,smartseq2
2460,alpha,smartseq2
2461,alpha,smartseq2
2462,alpha,smartseq2
2463,alpha,smartseq2
2464,alpha,smartseq2
2465,alpha,smartseq2
2466,alpha,smartseq2
2467,alpha,smartseq2
2468,alpha,smartseq2
2469,alpha,smartseq2
2470,alpha,smartseq2
2471,alpha,smartseq2
2472,alpha,smartseq2
2473,alpha,smartseq2
2474,alpha,smartseq2
2475,alpha,smartseq2
2476,alpha,smartseq2
2477,alpha,smartseq2
2478,alpha,smartseq2
2479,alpha,smartseq2
2480,alpha,smartseq2
2481,alpha,smartseq2
2482,alpha,smartseq2
2483,alpha,smartseq2
2484,alpha,smartseq2
2485,alpha,smartseq2
2486,alpha,smartseq2
2487,alpha,smartseq2
2488,alpha,smartseq2
2489,alpha,smartseq2
2490,alpha,smartseq2
2491,alpha,smartseq2
2492,alpha,smartseq2
2493,alpha,smartseq2
2494,alpha,smartseq2
2495,alpha,smartseq2
2496,alpha,smartseq2
2497,alpha,smartseq2
2498,alpha,smartseq2
2499,alpha,smartseq2
2500,alpha,smartseq2
2501,alpha,smartseq2
2502,alpha,smartseq2
2503,alpha,smartseq2
2504,alpha,smartseq2
2505,alpha,smartseq2
2506,alpha,smartseq2
2507,alpha,smartseq2
2508,alpha,smartseq2
2509,alpha,smartseq2
2510,alpha,smartseq2
2511,alpha,smartseq2
2512,alpha,smartseq2
2513,alpha,smartseq2
2514,alpha,smartseq2
2515,alpha,smartseq2
2516,alpha,smartseq2
2517,alpha,smartseq2
2518,alpha,smartseq2
2519,alpha,smartseq2
2520,alpha,smartseq2
2521,alpha,smartseq2
2522,alpha,smartseq2
2523,alpha,smartseq2
2524,alpha,smartseq2
2525,alpha,smartseq2
2526,alpha,smartseq2
2527,alpha,smartseq2
2528,alpha,smartseq2
2529,alpha,smartseq2
2530,alpha,smartseq2
2531,alpha,smartseq2
2532,alpha,smartseq2
2533,alpha,smartseq2
2534,alpha,smartseq2
2535,alpha,smartseq2
2536,alpha,smartseq2
2537,alpha,smartseq2
2538,alpha,smartseq2
2539,alpha,smartseq2
2540,alpha,smartseq2
2541,alpha,smartseq2
2542,alpha,smartseq2
2543,alpha,smartseq2
2544,alpha,smartseq2
2545,alpha,smartseq2
2546,alpha,smartseq2
2547,alpha,smartseq2
2548,alpha,smartseq2
2549,alpha,smartseq2
2550,alpha,smartseq2
2551,alpha,smartseq2
2552,alpha,smartseq2
2553,alpha,smartseq2
2554,alpha,smartseq2
2555,alpha,smartseq2
2556,alpha,smartseq2
2557,alpha,smartseq2
2558,alpha,smartseq2
2559,alpha,smartseq2
2560,alpha,smartseq2
2561,alpha,smartseq2
2562,alpha,smartseq2
2563,alpha,smartseq2
2564,alpha,smartseq2
2565,alpha,smartseq2
2566,alpha,smartseq2
2567,alpha,smartseq2
2568,alpha,smartseq2
2569,alpha,smartseq2
2570,alpha,smartseq2
2571,alpha,smartseq2
2572,alpha,smartseq2
2573,alpha,smartseq2
2574,alpha,smartseq2
2575,alpha,smartseq2
2576,alpha,smartseq2
2577,alpha,smartseq2
2578,alpha,smartseq2
2579,alpha,smartseq2
2580,alpha,smartseq2
2581,alpha,smartseq2
2582,alpha,smartseq2
2583,alpha,smartseq2
2584,alpha,smartseq2
2585,alpha,smartseq2
2586,alpha,smartseq2
2587,alpha,smartseq2
2588,alpha,smartseq2
2589,alpha,smartseq2
2590,alpha,smartseq2
2591,alpha,smartseq2
2592,alpha,smartseq2
2593,alpha,smartseq2
2594,alpha,smartseq2
2595,alpha,smartseq2
2596,alpha,smartseq2
2597,alpha,smartseq2
2598,alpha,smartseq2
2599,alpha,smartseq2
2600,alpha,smartseq2
2601,alpha,smartseq2
2602,alpha,smartseq2
2603,alpha,smartseq2
2604,alpha,smartseq2
2605,alpha,smartseq2
2606,alpha,smartseq2
2607,alpha,smartseq2
2608,alpha,smartseq2
2609,alpha,smartseq2
2610,alpha,smartseq2
2611,alpha,smartseq2
2612,alpha,smartseq2
2613,alpha,smartseq2
2614,alpha,smartseq2
2615,alpha,smartseq2
2616,alpha,smartseq2
2617,alpha,smartseq2
2618,alpha,smartseq2
2619,alpha,smartseq2
2620,alpha,smartseq2
2621,alpha,smartseq2
2622,alpha,smartseq2
2623,alpha,smartseq2
2624,alpha,smartseq2
2625,alpha,smartseq2
2626,alpha,smartseq2
2627,alpha,smartseq2
2628,alpha,smartseq2
2629,alpha,smartseq2
2630,alpha,smartseq2
2631,alpha,smartseq2
2632,alpha,smartseq2
2633,alpha,smartseq2
2634,alpha,smartseq2
2635,alpha,smartseq2
2636,delta,celseq2
2637,delta,celseq2
2638,delta,celseq2
2639,delta,celseq2
2640,delta,celseq2
2641,delta,celseq2
2642,delta,celseq2
2643,delta,celseq2
2644,delta,celseq2
2645,delta,celseq2
2646,delta,celseq2
2647,delta,celseq2
2648,delta,celseq2
2649,delta,celseq2
2650,delta,celseq2
2651,delta,celseq2
2652,delta,celseq2
2653,delta,celseq2
2654,delta,celseq2
2655,delta,celseq2
2656,delta,celseq2
2657,delta,celseq2
2658,delta,celseq2
2659,delta,celseq2
2660,delta,celseq2
2661,delta,celseq2
2662,delta,celseq2
2663,delta,celseq2
2664,delta,celseq2
2665,delta,celseq2
2666,delta,celseq2
2667,delta,celseq2
2668,delta,celseq2
2669,delta,celseq2
2670,delta,celseq2
2671,delta,celseq2
2672,delta,celseq2
2673,delta,celseq2
2674,delta,celseq2
2675,delta,celseq2
2676,delta,celseq2
2677,delta,celseq2
2678,delta,celseq2
2679,delta,celseq2
2680,delta,celseq2
2681,delta,celseq2
2682,delta,celseq2
2683,delta,celseq2
2684,delta,celseq2
2685,delta,celseq2
2686,delta,celseq2
2687,delta,celseq2
2688,delta,celseq2
2689,delta,celseq2
2690,delta,celseq2
2691,delta,celseq2
2692,delta,celseq2
2693,delta,celseq2
2694,delta,celseq2
2695,delta,celseq2
2696,delta,celseq2
2697,delta,celseq2
2698,delta,celseq2
2699,delta,celseq2
2700,delta,celseq2
2701,delta,celseq2
2702,delta,celseq2
2703,delta,celseq2
2704,delta,celseq2
2705,delta,celseq2
2706,delta,celseq2
2707,delta,celseq2
2708,delta,celseq2
2709,delta,celseq2
2710,delta,celseq2
2711,delta,celseq2
2712,delta,celseq2
2713,delta,celseq2
2714,delta,celseq2
2715,delta,celseq2
2716,delta,celseq2
2717,delta,celseq2
2718,delta,celseq2
2719,delta,celseq2
2720,delta,celseq2
2721,delta,celseq2
2722,delta,celseq2
2723,delta,celseq2
2724,delta,celseq2
2725,delta,celseq2
2726,delta,celseq2
2727,delta,celseq2
2728,delta,celseq2
2729,delta,celseq2
2730,delta,celseq2
2731,delta,celseq2
2732,delta,celseq2
2733,delta,celseq2
2734,delta,celseq2
2735,delta,celseq2
2736,delta,celseq2
2737,delta,celseq2
2738,delta,celseq2
2739,delta,celseq2
2740,delta,celseq2
2741,delta,celseq2
2742,delta,celseq2
2743,delta,celseq2
2744,delta,celseq2
2745,delta,celseq2
2746,delta,celseq2
2747,delta,celseq2
2748,delta,celseq2
2749,delta,celseq2
2750,delta,celseq2
2751,delta,celseq2
2752,delta,celseq2
2753,delta,celseq2
2754,delta,celseq2
2755,delta,celseq2
2756,delta,celseq2
2757,delta,celseq2
2758,delta,celseq2
2759,delta,celseq2
2760,delta,celseq2
2761,delta,celseq2
2762,delta,celseq2
2763,delta,celseq2
2764,delta,celseq2
2765,delta,celseq2
2766,delta,celseq2
2767,delta,celseq2
2768,delta,celseq2
2769,delta,celseq2
2770,delta,celseq2
2771,delta,celseq2
2772,delta,celseq2
2773,delta,celseq2
2774,delta,celseq2
2775,delta,celseq2
2776,delta,celseq2
2777,delta,celseq2
2778,delta,celseq2
2779,delta,celseq2
2780,delta,celseq2
2781,delta,celseq2
2782,delta,celseq2
2783,delta,celseq2
2784,delta,celseq2
2785,delta,celseq2
2786,delta,celseq2
2787,delta,celseq2
2788,delta,celseq2
2789,delta,celseq2
2790,delta,celseq2
2791,delta,celseq2
2792,delta,celseq2
2793,delta,celseq2
2794,delta,celseq2
2795,delta,celseq2
2796,delta,celseq2
2797,delta,celseq2
2798,delta,celseq2
2799,delta,celseq2
2800,delta,celseq2
2801,delta,celseq2
2802,delta,celseq2
2803,delta,celseq2
2804,delta,celseq2
2805,delta,celseq2
2806,delta,celseq2
2807,delta,celseq2
2808,delta,celseq2
2809,delta,celseq2
2810,delta,celseq2
2811,delta,celseq2
2812,delta,celseq2
2813,delta,celseq2
2814,delta,celseq2
2815,delta,celseq2
2816,delta,celseq2
2817,delta,celseq2
2818,delta,celseq2
2819,delta,celseq2
2820,delta,celseq2
2821,delta,celseq2
2822,delta,celseq2
2823,delta,celseq2
2824,delta,celseq2
2825,delta,celseq2
2826,delta,celseq2
2827,delta,celseq2
2828,delta,celseq2
2829,delta,celseq2
2830,delta,celseq2
2831,delta,celseq2
2832,delta,celseq2
2833,delta,celseq2
2834,delta,celseq2
2835,delta,celseq2
2836,delta,celseq2
2837,delta,celseq2
2838,delta,celseq2
2839,delta,smartseq2
2840,delta,smartseq2
2841,delta,smartseq2
2842,delta,smartseq2
2843,delta,smartseq2
2844,delta,smartseq2
2845,delta,smartseq2
2846,delta,smartseq2
2847,delta,smartseq2
2848,delta,smartseq2
2849,delta,smartseq2
2850,delta,smartseq2
2851,delta,smartseq2
2852,delta,smartseq2
2853,delta,smartseq2
2854,delta,smartseq2
2855,delta,smartseq2
2856,delta,smartseq2
2857,delta,smartseq2
2858,delta,smartseq2
2859,delta,smartseq2
2860,delta,smartseq2
2861,delta,smartseq2
2862,delta,smartseq2
2863,delta,smartseq2
2864,delta,smartseq2
2865,delta,smartseq2
2866,delta,smartseq2
2867,delta,smartseq2
2868,delta,smartseq2
2869,delta,smartseq2
2870,delta,smartseq2
2871,delta,smartseq2
2872,delta,smartseq2
2873,delta,smartseq2
2874,delta,smartseq2
2875,delta,smartseq2
2876,delta,smartseq2
2877,delta,smartseq2
2878,delta,smartseq2
2879,delta,smartseq2
2880,delta,smartseq2
2881,delta,smartseq2
2882,delta,smartseq2
2883,delta,smartseq2
2884,delta,smartseq2
2885,delta,smartseq2
2886,delta,smartseq2
2887,delta,smartseq2
2888,delta,smartseq2
2889,delta,smartseq2
2890,delta,smartseq2
2891,delta,smartseq2
2892,delta,smartseq2
2893,delta,smartseq2
2894,delta,smartseq2
2895,delta,smartseq2
2896,delta,smartseq2
2897,delta,smartseq2
2898,delta,smartseq2
2899,delta,smartseq2
2900,delta,smartseq2
2901,delta,smartseq2
2902,delta,smartseq2
2903,delta,smartseq2
2904,delta,smartseq2
2905,delta,smartseq2
2906,delta,smartseq2
2907,delta,smartseq2
2908,delta,smartseq2
2909,delta,smartseq2
2910,delta,smartseq2
2911,delta,smartseq2
2912,delta,smartseq2
2913,delta,smartseq2
2914,delta,smartseq2
2915,delta,smartseq2
2916,delta,smartseq2
2917,delta,smartseq2
2918,delta,smartseq2
2919,delta,smartseq2
2920,delta,smartseq2
2921,delta,smartseq2
2922,delta,smartseq2
2923,delta,smartseq2
2924,delta,smartseq2
2925,delta,smartseq2
2926,delta,smartseq2
2927,delta,smartseq2
2928,delta,smartseq2
2929,delta,smartseq2
2930,delta,smartseq2
2931,delta,smartseq2
2932,delta,smartseq2
2933,delta,smartseq2
2934,delta,smartseq2
2935,delta,smartseq2
2936,delta,smartseq2
2937,delta,smartseq2
2938,delta,smartseq2
2939,delta,smartseq2
2940,delta,smartseq2
2941,delta,smartseq2
2942,delta,smartseq2
2943,delta,smartseq2
2944,delta,smartseq2
2945,delta,smartseq2
2946,delta,smartseq2
2947,delta,smartseq2
2948,delta,smartseq2
2949,delta,smartseq2
2950,delta,smartseq2
2951,delta,smartseq2
2952,delta,smartseq2
2953,delta,smartseq2
2954,delta,smartseq2
2955,delta,smartseq2
2956,delta,smartseq2
2957,delta,smartseq2
2958,delta,smartseq2
2959,delta,smartseq2
2960,delta,smartseq2
2961,delta,smartseq2
2962,delta,smartseq2
2963,delta,smartseq2
2964,delta,smartseq2
2965,delta,smartseq2
2966,beta,celseq2
2967,beta,celseq2
2968,beta,celseq2
2969,beta,celseq2
2970,beta,celseq2
2971,beta,celseq2
2972,beta,celseq2
2973,beta,celseq2
2974,beta,celseq2
2975,beta,celseq2
2976,beta,celseq2
2977,beta,celseq2
2978,beta,celseq2
2979,beta,celseq2
2980,beta,celseq2
2981,beta,celseq2
2982,beta,celseq2
2983,beta,celseq2
2984,beta,celseq2
2985,beta,celseq2
2986,beta,celseq2
2987,beta,celseq2
2988,beta,celseq2
2989,beta,celseq2
2990,beta,celseq2
2991,beta,celseq2
2992,beta,celseq2
2993,beta,celseq2
2994,beta,celseq2
2995,beta,celseq2
2996,beta,celseq2
2997,beta,celseq2
2998,beta,celseq2
2999,beta,celseq2
3000,beta,celseq2
3001,beta,celseq2
3002,beta,celseq2
3003,beta,celseq2
3004,beta,celseq2
3005,beta,celseq2
3006,beta,celseq2
3007,beta,celseq2
3008,beta,celseq2
3009,beta,celseq2
3010,beta,celseq2
3011,beta,celseq2
3012,beta,celseq2
3013,beta,celseq2
3014,beta,celseq2
3015,beta,celseq2
3016,beta,celseq2
3017,beta,celseq2
3018,beta,celseq2
3019,beta,celseq2
3020,beta,celseq2
3021,beta,celseq2
3022,beta,celseq2
3023,beta,celseq2
3024,beta,celseq2
3025,beta,celseq2
3026,beta,celseq2
3027,beta,celseq2
3028,beta,celseq2
3029,beta,celseq2
3030,beta,celseq2
3031,beta,celseq2
3032,beta,celseq2
3033,beta,celseq2
3034,beta,celseq2
3035,beta,celseq2
3036,beta,celseq2
3037,beta,celseq2
3038,beta,celseq2
3039,beta,celseq2
3040,beta,celseq2
3041,beta,celseq2
3042,beta,celseq2
3043,beta,celseq2
3044,beta,celseq2
3045,beta,celseq2
3046,beta,celseq2
3047,beta,celseq2
3048,beta,celseq2
3049,beta,celseq2
3050,beta,celseq2
3051,beta,celseq2
3052,beta,celseq2
3053,beta,celseq2
3054,beta,celseq2
3055,beta,celseq2
3056,beta,celseq2
3057,beta,celseq2
3058,beta,celseq2
3059,beta,celseq2
3060,beta,celseq2
3061,beta,celseq2
3062,beta,celseq2
3063,beta,celseq2
3064,beta,celseq2
3065,beta,celseq2
3066,beta,celseq2
3067,beta,celseq2
3068,beta,celseq2
3069,beta,celseq2
3070,beta,celseq2
3071,beta,celseq2
3072,beta,celseq2
3073,beta,celseq2
3074,beta,celseq2
3075,beta,celseq2
3076,beta,celseq2
3077,beta,celseq2
3078,beta,celseq2
3079,beta,celseq2
3080,beta,celseq2
3081,beta,celseq2
3082,beta,celseq2
3083,beta,celseq2
3084,beta,celseq2
3085,beta,celseq2
3086,beta,celseq2
3087,beta,celseq2
3088,beta,celseq2
3089,beta,celseq2
3090,beta,celseq2
3091,beta,celseq2
3092,beta,celseq2
3093,beta,celseq2
3094,beta,celseq2
3095,beta,celseq2
3096,beta,celseq2
3097,beta,celseq2
3098,beta,celseq2
3099,beta,celseq2
3100,beta,celseq2
3101,beta,celseq2
3102,beta,celseq2
3103,beta,celseq2
3104,beta,celseq2
3105,beta,celseq2
3106,beta,celseq2
3107,beta,celseq2
3108,beta,celseq2
3109,beta,celseq2
3110,beta,celseq2
3111,beta,celseq2
3112,beta,celseq2
3113,beta,celseq2
3114,beta,celseq2
3115,beta,celseq2
3116,beta,celseq2
3117,beta,celseq2
3118,beta,celseq2
3119,beta,celseq2
3120,beta,celseq2
3121,beta,celseq2
3122,beta,celseq2
3123,beta,celseq2
3124,beta,celseq2
3125,beta,celseq2
3126,beta,celseq2
3127,beta,celseq2
3128,beta,celseq2
3129,beta,celseq2
3130,beta,celseq2
3131,beta,celseq2
3132,beta,celseq2
3133,beta,celseq2
3134,beta,celseq2
3135,beta,celseq2
3136,beta,celseq2
3137,beta,celseq2
3138,beta,celseq2
3139,beta,celseq2
3140,beta,celseq2
3141,beta,celseq2
3142,beta,celseq2
3143,beta,celseq2
3144,beta,celseq2
3145,beta,celseq2
3146,beta,celseq2
3147,beta,celseq2
3148,beta,celseq2
3149,beta,celseq2
3150,beta,celseq2
3151,beta,celseq2
3152,beta,celseq2
3153,beta,celseq2
3154,beta,celseq2
3155,beta,celseq2
3156,beta,celseq2
3157,beta,celseq2
3158,beta,celseq2
3159,beta,celseq2
3160,beta,celseq2
3161,beta,celseq2
3162,beta,celseq2
3163,beta,celseq2
3164,beta,celseq2
3165,beta,celseq2
3166,beta,celseq2
3167,beta,celseq2
3168,beta,celseq2
3169,beta,celseq2
3170,beta,celseq2
3171,beta,celseq2
3172,beta,celseq2
3173,beta,celseq2
3174,beta,celseq2
3175,beta,celseq2
3176,beta,celseq2
3177,beta,celseq2
3178,beta,celseq2
3179,beta,celseq2
3180,beta,celseq2
3181,beta,celseq2
3182,beta,celseq2
3183,beta,celseq2
3184,beta,celseq2
3185,beta,celseq2
3186,beta,celseq2
3187,beta,celseq2
3188,beta,celseq2
3189,beta,celseq2
3190,beta,celseq2
3191,beta,celseq2
3192,beta,celseq2
3193,beta,celseq2
3194,beta,celseq2
3195,beta,celseq2
3196,beta,celseq2
3197,beta,celseq2
3198,beta,celseq2
3199,beta,celseq2
3200,beta,celseq2
3201,beta,celseq2
3202,beta,celseq2
3203,beta,celseq2
3204,beta,celseq2
3205,beta,celseq2
3206,beta,celseq2
3207,beta,celseq2
3208,beta,celseq2
3209,beta,celseq2
3210,beta,celseq2
3211,beta,celseq2
3212,beta,celseq2
3213,beta,celseq2
3214,beta,celseq2
3215,beta,celseq2
3216,beta,celseq2
3217,beta,celseq2
3218,beta,celseq2
3219,beta,celseq2
3220,beta,celseq2
3221,beta,celseq2
3222,beta,celseq2
3223,beta,celseq2
3224,beta,celseq2
3225,beta,celseq2
3226,beta,celseq2
3227,beta,celseq2
3228,beta,celseq2
3229,beta,celseq2
3230,beta,celseq2
3231,beta,celseq2
3232,beta,celseq2
3233,beta,celseq2
3234,beta,celseq2
3235,beta,celseq2
3236,beta,celseq2
3237,beta,celseq2
3238,beta,celseq2
3239,beta,celseq2
3240,beta,celseq2
3241,beta,celseq2
3242,beta,celseq2
3243,beta,celseq2
3244,beta,celseq2
3245,beta,celseq2
3246,beta,celseq2
3247,beta,celseq2
3248,beta,celseq2
3249,beta,celseq2
3250,beta,celseq2
3251,beta,celseq2
3252,beta,celseq2
3253,beta,celseq2
3254,beta,celseq2
3255,beta,celseq2
3256,beta,celseq2
3257,beta,celseq2
3258,beta,celseq2
3259,beta,celseq2
3260,beta,celseq2
3261,beta,celseq2
3262,beta,celseq2
3263,beta,celseq2
3264,beta,celseq2
3265,beta,celseq2
3266,beta,celseq2
3267,beta,celseq2
3268,beta,celseq2
3269,beta,celseq2
3270,beta,celseq2
3271,beta,celseq2
3272,beta,celseq2
3273,beta,celseq2
3274,beta,celseq2
3275,beta,celseq2
3276,beta,celseq2
3277,beta,celseq2
3278,beta,celseq2
3279,beta,celseq2
3280,beta,celseq2
3281,beta,celseq2
3282,beta,celseq2
3283,beta,celseq2
3284,beta,celseq2
3285,beta,celseq2
3286,beta,celseq2
3287,beta,celseq2
3288,beta,celseq2
3289,beta,celseq2
3290,beta,celseq2
3291,beta,celseq2
3292,beta,celseq2
3293,beta,celseq2
3294,beta,celseq2
3295,beta,celseq2
3296,beta,celseq2
3297,beta,celseq2
3298,beta,celseq2
3299,beta,celseq2
3300,beta,celseq2
3301,beta,celseq2
3302,beta,celseq2
3303,beta,celseq2
3304,beta,celseq2
3305,beta,celseq2
3306,beta,celseq2
3307,beta,celseq2
3308,beta,celseq2
3309,beta,celseq2
3310,beta,celseq2
3311,beta,celseq2
3312,beta,celseq2
3313,beta,celseq2
3314,beta,celseq2
3315,beta,celseq2
3316,beta,celseq2
3317,beta,celseq2
3318,beta,celseq2
3319,beta,celseq2
3320,beta,celseq2
3321,beta,celseq2
3322,beta,celseq2
3323,beta,celseq2
3324,beta,celseq2
3325,beta,celseq2
3326,beta,celseq2
3327,beta,celseq2
3328,beta,celseq2
3329,beta,celseq2
3330,beta,celseq2
3331,beta,celseq2
3332,beta,celseq2
3333,beta,celseq2
3334,beta,celseq2
3335,beta,celseq2
3336,beta,celseq2
3337,beta,celseq2
3338,beta,celseq2
3339,beta,celseq2
3340,beta,celseq2
3341,beta,celseq2
3342,beta,celseq2
3343,beta,celseq2
3344,beta,celseq2
3345,beta,celseq2
3346,beta,celseq2
3347,beta,celseq2
3348,beta,celseq2
3349,beta,celseq2
3350,beta,celseq2
3351,beta,celseq2
3352,beta,celseq2
3353,beta,celseq2
3354,beta,celseq2
3355,beta,celseq2
3356,beta,celseq2
3357,beta,celseq2
3358,beta,celseq2
3359,beta,celseq2
3360,beta,celseq2
3361,beta,celseq2
3362,beta,celseq2
3363,beta,celseq2
3364,beta,celseq2
3365,beta,celseq2
3366,beta,celseq2
3367,beta,celseq2
3368,beta,celseq2
3369,beta,celseq2
3370,beta,celseq2
3371,beta,celseq2
3372,beta,celseq2
3373,beta,celseq2
3374,beta,celseq2
3375,beta,celseq2
3376,beta,celseq2
3377,beta,celseq2
3378,beta,celseq2
3379,beta,celseq2
3380,beta,celseq2
3381,beta,celseq2
3382,beta,celseq2
3383,beta,celseq2
3384,beta,celseq2
3385,beta,celseq2
3386,beta,celseq2
3387,beta,celseq2
3388,beta,celseq2
3389,beta,celseq2
3390,beta,celseq2
3391,beta,celseq2
3392,beta,celseq2
3393,beta,celseq2
3394,beta,celseq2
3395,beta,celseq2
3396,beta,celseq2
3397,beta,celseq2
3398,beta,celseq2
3399,beta,celseq2
3400,beta,celseq2
3401,beta,celseq2
3402,beta,celseq2
3403,beta,celseq2
3404,beta,celseq2
3405,beta,celseq2
3406,beta,celseq2
3407,beta,celseq2
3408,beta,celseq2
3409,beta,celseq2
3410,beta,celseq2
3411,beta,smartseq2
3412,beta,smartseq2
3413,beta,smartseq2
3414,beta,smartseq2
3415,beta,smartseq2
3416,beta,smartseq2
3417,beta,smartseq2
3418,beta,smartseq2
3419,beta,smartseq2
3420,beta,smartseq2
3421,beta,smartseq2
3422,beta,smartseq2
3423,beta,smartseq2
3424,beta,smartseq2
3425,beta,smartseq2
3426,beta,smartseq2
3427,beta,smartseq2
3428,beta,smartseq2
3429,beta,smartseq2
3430,beta,smartseq2
3431,beta,smartseq2
3432,beta,smartseq2
3433,beta,smartseq2
3434,beta,smartseq2
3435,beta,smartseq2
3436,beta,smartseq2
3437,beta,smartseq2
3438,beta,smartseq2
3439,beta,smartseq2
3440,beta,smartseq2
3441,beta,smartseq2
3442,beta,smartseq2
3443,beta,smartseq2
3444,beta,smartseq2
3445,beta,smartseq2
3446,beta,smartseq2
3447,beta,smartseq2
3448,beta,smartseq2
3449,beta,smartseq2
3450,beta,smartseq2
3451,beta,smartseq2
3452,beta,smartseq2
3453,beta,smartseq2
3454,beta,smartseq2
3455,beta,smartseq2
3456,beta,smartseq2
3457,beta,smartseq2
3458,beta,smartseq2
3459,beta,smartseq2
3460,beta,smartseq2
3461,beta,smartseq2
3462,beta,smartseq2
3463,beta,smartseq2
3464,beta,smartseq2
3465,beta,smartseq2
3466,beta,smartseq2
3467,beta,smartseq2
3468,beta,smartseq2
3469,beta,smartseq2
3470,beta,smartseq2
3471,beta,smartseq2
3472,beta,smartseq2
3473,beta,smartseq2
3474,beta,smartseq2
3475,beta,smartseq2
3476,beta,smartseq2
3477,beta,smartseq2
3478,beta,smartseq2
3479,beta,smartseq2
3480,beta,smartseq2
3481,beta,smartseq2
3482,beta,smartseq2
3483,beta,smartseq2
3484,beta,smartseq2
3485,beta,smartseq2
3486,beta,smartseq2
3487,beta,smartseq2
3488,beta,smartseq2
3489,beta,smartseq2
3490,beta,smartseq2
3491,beta,smartseq2
3492,beta,smartseq2
3493,beta,smartseq2
3494,beta,smartseq2
3495,beta,smartseq2
3496,beta,smartseq2
3497,beta,smartseq2
3498,beta,smartseq2
3499,beta,smartseq2
3500,beta,smartseq2
3501,beta,smartseq2
3502,beta,smartseq2
3503,beta,smartseq2
3504,beta,smartseq2
3505,beta,smartseq2
3506,beta,smartseq2
3507,beta,smartseq2
3508,beta,smartseq2
3509,beta,smartseq2
3510,beta,smartseq2
3511,beta,smartseq2
3512,beta,smartseq2
3513,beta,smartseq2
3514,beta,smartseq2
3515,beta,smartseq2
